ShipmentSK,OrderID,OrderDate,PickupDate,DeliveryDate,OriginCity,DestinationCity,DistanceKM,WeightKG,VolumeM3,Carrier,ShippingType,VehicleType,CustomerType,PaymentMethod,WarehouseID,DriverID,ShippingCostIDR,FuelSurchargeIDR,PlannedDeliveryDays,ActualDeliveryDays,DeliveryStatus,DelayReason,CustomerRating
2898,ORD2023005107,2025-04-09,2025-04-09,2025-04-18,BATAM,SURABAYA,1423.2,0.96,0.007,Pos Indonesia,Reguler,Truk Engkel,B2C,Virtual Account,WH-MAK-01,DRV-117,31800.0,2110.0,6,9.0,Delayed,Kendala armada,2.0
2899,ORD2023002672,2025-02-10,2025-02-11,2025-02-12,BANDUNG,JAKARTA,139.3,10.58,0.025,Ninja Xpress,Reguler,Kontainer 20ft,B2B,Virtual Account,WH-MAK-02,DRV-186,48300.0,1700.0,1,1.0,Delivered,No Delay,4.0
2900,ORD2023004504,2024-08-01,2024-08-01,2024-08-03,MAKASSAR,SURABAYA,977.0,40.73,0.184,AnterAja,Reguler,Truk Fuso,B2C,COD,WH-JAK-01,DRV-232,201500.0,13570.0,2,2.0,Delivered,No Delay,3.0
2901,ORD2023004437,2023-08-08,2023-08-08,2023-08-09,PALEMBANG,JAKARTA,465.2,10.97,0.036,JNE,Express,Kontainer 20ft,B2B,Transfer Bank,WH-MED-02,DRV-272,59200.0,1680.0,1,1.0,Delivered,No Delay,3.0
2902,ORD2023005776,2025-07-11,2025-07-11,2025-07-20,BANJARMASIN,PEKANBARU,1623.8,1.38,0.006,Lion Parcel,Reguler,Motor,B2B,COD,WH-MED-02,DRV-476,29400.0,1700.0,4,9.0,Delayed,Kapasitas armada penuh,2.0
2903,ORD2023000908,2023-07-11,2023-07-12,2023-07-16,MALANG,BANDUNG,607.8,23.69,0.122,Lion Parcel,Reguler,Truk CDD,B2C,Virtual Account,WH-JAK-02,DRV-451,101800.0,6510.0,2,4.0,Delayed,Cuaca buruk,3.0
2904,ORD2023005219,2025-04-03,2025-04-04,2025-04-05,SEMARANG,BANDUNG,375.6,0.73,0.003,SiCepat,Reguler,Kontainer 20ft,B2C,Kartu Kredit,WH-SUR-02,DRV-282,14700.0,920.0,1,1.0,Delivered,No Delay,4.0
2905,ORD2023000235,2023-02-16,2023-02-17,2023-02-20,BATAM,MEDAN,794.4,15.39,0.074,Lion Parcel,Express,Unknown,B2C,Unknown,WH-SUR-01,DRV-325,79400.0,3410.0,3,3.0,Delivered,No Delay,
2906,ORD2023005087,2025-05-09,2025-05-10,2025-05-14,BATAM,MALANG,1768.3,3.95,0.038,J&T Express,Instant,Truk Engkel,B2C,Kartu Kredit,WH-SUR-02,DRV-443,93600.0,2550.0,4,4.0,Delivered,No Delay,5.0
2907,ORD2023002229,2024-01-18,2024-01-18,2024-01-20,MALANG,SURABAYA,96.1,15.47,0.081,Ninja Xpress,Reguler,Truk CDD,B2C,Transfer Bank,WH-JAK-01,DRV-343,78800.0,4290.0,1,2.0,Delivered,No Delay,5.0
2908,ORD2023003836,2025-09-24,2025-09-25,2025-10-01,MANADO,SEMARANG,2235.0,27.68,0.111,J&T Express,Kargo,Truk CDD,B2B,Virtual Account,WH-SUR-02,DRV-376,70900.0,3640.0,6,6.0,Delivered,No Delay,4.0
2909,ORD2023002327,2025-02-26,2025-02-27,2025-03-03,MAKASSAR,SURABAYA,890.6,25.23,0.168,AnterAja,Reguler,Van,B2C,Kartu Kredit,WH-SUR-01,DRV-496,111200.0,8340.0,3,4.0,Delivered,No Delay,5.0
2910,ORD2023003524,2024-06-14,2024-06-14,2024-06-18,BALIKPAPAN,PALEMBANG,1706.5,25.78,0.071,ID Express,Reguler,Kontainer 20ft,B2B,COD,WH-MAK-01,DRV-163,86800.0,3460.0,4,4.0,Delivered,No Delay,5.0
2911,ORD2023002474,2023-03-20,2023-03-20,2023-03-28,MANADO,JAKARTA,2513.2,15.36,0.136,Lion Parcel,Reguler,Unknown,B2C,Unknown,WH-MAK-01,DRV-416,68000.0,3410.0,6,8.0,Delayed,Cuaca buruk,
2912,ORD2023003864,2025-04-25,2025-04-25,2025-04-30,MALANG,BATAM,1455.4,23.87,0.129,Pos Indonesia,Instant,Kontainer 20ft,B2B,COD,WH-JAK-01,DRV-255,161800.0,6040.0,5,5.0,Delivered,No Delay,5.0
2913,ORD2023005611,2025-09-09,2025-09-09,2025-09-15,MALANG,MEDAN,2413.0,24.07,0.181,SiCepat,Reguler,Van,B2C,COD,WH-MED-01,DRV-158,94300.0,2040.0,6,6.0,Delivered,No Delay,5.0
2914,ORD2023005433,2025-07-02,2025-07-02,2025-07-05,MAKASSAR,DENPASAR,789.3,1.33,0.005,Ninja Xpress,Express,Motor,B2C,Transfer Bank,WH-MAK-02,DRV-488,28000.0,1120.0,3,3.0,Delivered,No Delay,1.0
2915,ORD2023005073,2024-05-15,2024-05-16,,MANADO,BALIKPAPAN,1211.0,17.62,0.152,Ninja Xpress,Reguler,Truk Fuso,B2B,Kartu Kredit,WH-MED-01,DRV-413,72600.0,4730.0,4,,Lost,Barang hilang dalam pengiriman,
2916,ORD2023004191,2024-09-26,2024-09-26,2024-10-03,DENPASAR,BATAM,1951.2,43.48,0.382,Pos Indonesia,Reguler,Kontainer 20ft,B2B,Transfer Bank,WH-JAK-01,DRV-163,167200.0,12610.0,7,7.0,Delivered,No Delay,5.0
2917,ORD2023005292,2025-04-18,2025-04-19,2025-04-21,SURABAYA,DENPASAR,417.7,11.34,0.094,AnterAja,Kargo,Van,B2C,Kartu Kredit,WH-JAK-01,DRV-390,45300.0,2500.0,1,2.0,Delivered,No Delay,5.0
2918,ORD2023004077,2023-01-29,2023-01-29,2023-02-02,BANJARMASIN,SEMARANG,696.9,95.49,0.295,Lion Parcel,Reguler,Truk CDD,B2C,Kartu Kredit,WH-MAK-01,DRV-249,272400.0,12360.0,1,4.0,Delayed,Cuaca buruk,2.0
2919,ORD2023002062,2024-06-17,2024-06-18,2024-06-21,BANJARMASIN,BANDUNG,916.8,6.67,0.026,ID Express,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-MED-02,DRV-358,41200.0,1170.0,3,3.0,Delivered,No Delay,5.0
2920,ORD2023004717,2025-12-27,2025-12-27,2026-01-08,MANADO,PEKANBARU,2993.1,3.28,0.019,J&T Express,Express,Van,B2C,Transfer Bank,WH-SUR-01,DRV-233,83200.0,3190.0,8,12.0,Returned,Penerima menolak,
2921,ORD2023000058,2025-10-09,2025-10-10,2025-10-11,PALEMBANG,BATAM,587.3,31.27,0.154,Pos Indonesia,Reguler,Truk Fuso,B2B,E-Wallet,WH-MED-01,DRV-399,136700.0,5780.0,1,1.0,Delivered,No Delay,5.0
2922,ORD2023002193,2025-08-06,2025-08-06,2025-08-07,BATAM,PEKANBARU,395.1,17.39,0.142,JNE,Express,Motor,B2C,Kartu Kredit,WH-SUR-02,DRV-463,153600.0,6800.0,1,1.0,Delivered,No Delay,5.0
2923,ORD2023001473,2023-10-17,2023-10-17,2023-10-23,BANDUNG,MANADO,2777.2,31.8,0.225,ID Express,Kargo,Truk CDD,B2C,Virtual Account,WH-JAK-01,DRV-227,145500.0,8190.0,6,6.0,Delivered,No Delay,4.0
2924,ORD2023004765,2025-05-31,2025-06-01,2025-06-07,SEMARANG,YOGYAKARTA,109.9,18.34,0.15,Pos Indonesia,Express,Truk CDD,B2C,COD,WH-MAK-01,DRV-257,122200.0,8270.0,1,6.0,Delayed,Kendala bea cukai,2.0
2925,ORD2023003355,2025-08-24,2025-08-24,2025-08-31,BATAM,MANADO,2478.0,7.32,0.04,J&T Express,Express,Van,B2C,COD,WH-MAK-01,DRV-470,87100.0,3760.0,6,7.0,Delivered,No Delay,5.0
2926,ORD2023004392,2024-03-06,2024-03-06,2024-03-15,DENPASAR,BANDUNG,1031.5,3.42,0.032,Pos Indonesia,Kargo,Motor,B2B,COD,WH-MAK-02,DRV-402,28700.0,1040.0,4,9.0,Returned,Alamat tidak ditemukan,
2927,ORD2023005135,2024-05-07,2024-05-07,2024-05-16,SURABAYA,BATAM,1486.9,23.67,0.212,SiCepat,Reguler,Truk CDD,B2C,Transfer Bank,WH-JAK-01,DRV-152,88600.0,3590.0,4,9.0,Returned,Penerima menolak,
2928,ORD2023002787,2024-11-18,2024-11-18,2024-11-23,SEMARANG,MANADO,2403.3,4.23,0.022,Lion Parcel,Reguler,Van,B2C,COD,WH-JAK-02,DRV-365,56900.0,4260.0,5,5.0,Delivered,No Delay,4.0
2929,ORD2023001475,2024-09-19,2024-09-20,2024-09-25,PEKANBARU,BANJARMASIN,1876.6,8.81,0.046,Pos Indonesia,Express,Truk Engkel,B2C,Kartu Kredit,WH-MED-01,DRV-333,95000.0,4510.0,4,5.0,Delivered,No Delay,5.0
2930,ORD2023001569,2025-07-05,2025-07-06,2025-07-12,BATAM,BANJARMASIN,1405.9,3.9,0.008,Lion Parcel,Express,Truk Engkel,B2B,COD,WH-SUR-02,DRV-303,63800.0,2910.0,3,6.0,Delayed,Kesalahan alamat,3.0
2931,ORD2023000466,2024-09-23,2024-09-24,2024-09-28,BANJARMASIN,PEKANBARU,1743.0,63.87,0.563,GoSend Logistics,Reguler,Motor,B2C,Kartu Kredit,WH-MAK-02,DRV-295,298100.0,14970.0,4,4.0,Delivered,No Delay,3.0
2932,ORD2023001590,2023-03-02,2023-03-03,2023-03-07,MAKASSAR,BANDUNG,1390.7,8.79,0.072,GoSend Logistics,Reguler,Motor,B2B,E-Wallet,WH-SUR-01,DRV-128,54600.0,2350.0,3,4.0,Delivered,No Delay,4.0
2933,ORD2023001009,2023-09-11,2023-09-12,2023-09-14,MAKASSAR,DENPASAR,752.2,13.75,0.066,Lion Parcel,Ekonomi,Van,B2B,COD,WH-JAK-01,DRV-404,56200.0,4170.0,2,2.0,Delivered,No Delay,5.0
2934,ORD2023003798,2024-09-10,2024-09-10,2024-09-13,JAKARTA,SURABAYA,758.9,25.62,0.192,AnterAja,Express,Kontainer 20ft,B2B,COD,WH-MAK-01,DRV-253,132300.0,3880.0,3,3.0,Delivered,No Delay,2.0
2935,ORD2023001580,2024-01-14,2024-01-15,2024-01-19,BANDUNG,MEDAN,1875.2,19.78,0.14,Lion Parcel,Express,Kontainer 20ft,B2C,Virtual Account,WH-MAK-02,DRV-142,144400.0,8040.0,4,4.0,Delivered,No Delay,5.0
2936,ORD2023001305,2023-12-24,2023-12-24,2023-12-29,BALIKPAPAN,MANADO,1185.4,5.84,0.03,Pos Indonesia,Kargo,Van,B2C,Kartu Kredit,WH-MAK-02,DRV-310,25000.0,730.0,5,5.0,Delivered,No Delay,5.0
2937,ORD2023004043,2023-03-05,2023-03-06,2023-03-11,DENPASAR,SURABAYA,381.9,0.99,0.008,AnterAja,Reguler,Van,B2C,Transfer Bank,WH-MAK-01,DRV-134,16000.0,1150.0,1,5.0,Delayed,Kesalahan alamat,1.0
2938,ORD2023005589,2025-05-13,2025-05-13,2025-05-16,BANJARMASIN,MAKASSAR,740.1,11.22,0.068,SiCepat,Express,Van,B2C,Transfer Bank,WH-SUR-01,DRV-451,66000.0,4920.0,2,3.0,Delivered,No Delay,5.0
2939,ORD2023000347,2023-08-13,2023-08-13,2023-08-16,BANJARMASIN,MALANG,747.6,20.49,0.174,J&T Express,Reguler,Truk Engkel,B2B,Virtual Account,WH-SUR-01,DRV-247,64700.0,1930.0,3,3.0,Delivered,No Delay,4.0
2940,ORD2023000503,2025-03-27,2025-03-28,2025-03-29,SEMARANG,YOGYAKARTA,107.8,2.71,0.021,AnterAja,Reguler,Motor,B2C,Virtual Account,WH-MED-02,DRV-146,15400.0,530.0,1,1.0,Delivered,No Delay,5.0
2941,ORD2023001233,2025-04-12,2025-04-12,2025-04-17,PALEMBANG,MALANG,1138.6,2.17,0.015,ID Express,Reguler,Motor,B2C,Kartu Kredit,WH-SUR-01,DRV-239,29200.0,1880.0,4,5.0,Delayed,Kendala bea cukai,1.0
2942,ORD2023001644,2024-12-21,2024-12-21,2025-01-02,MALANG,MANADO,2302.4,8.52,0.081,Lion Parcel,Express,Truk Fuso,B2B,Virtual Account,WH-MAK-02,DRV-425,91700.0,3330.0,9,12.0,Delayed,Kesalahan alamat,3.0
2943,ORD2023000834,2025-09-06,2025-09-06,2025-09-16,BATAM,MALANG,1730.0,10.16,0.075,Wahana,Reguler,Kontainer 20ft,B2B,Virtual Account,WH-JAK-01,DRV-286,49900.0,1200.0,7,10.0,Delayed,Kesalahan alamat,1.0
2944,ORD2023003706,2025-11-02,2025-11-02,2025-11-05,BATAM,BANJARMASIN,1519.2,2.62,0.017,JNE,Instant,Kontainer 20ft,B2B,Transfer Bank,WH-MED-02,DRV-199,71900.0,2770.0,3,3.0,Delivered,No Delay,5.0
2945,ORD2023002141,2024-09-02,2024-09-03,2024-09-15,BATAM,SURABAYA,1729.0,33.79,0.309,ID Express,Reguler,Truk Fuso,B2B,Transfer Bank,WH-JAK-01,DRV-265,177400.0,10020.0,7,12.0,Delayed,Cuaca buruk,3.0
2946,ORD2023005255,2024-01-03,2024-01-04,2024-01-05,YOGYAKARTA,SEMARANG,101.5,11.51,0.103,Wahana,Express,Truk Fuso,B2B,Kartu Kredit,WH-SUR-02,DRV-433,98500.0,3700.0,1,1.0,Delivered,No Delay,5.0
2947,ORD2023001363,2023-11-22,2023-11-23,2023-12-02,MAKASSAR,BATAM,2120.0,16.03,0.074,Lion Parcel,Kargo,Truk CDD,B2C,E-Wallet,WH-JAK-01,DRV-378,61800.0,4550.0,8,9.0,Delivered,No Delay,4.0
2948,ORD2023001165,2024-05-19,2024-05-20,2024-05-24,PEKANBARU,MALANG,1694.1,18.69,0.106,SiCepat,Reguler,Motor,B2C,Virtual Account,WH-MAK-01,DRV-279,113900.0,8790.0,4,4.0,Delivered,No Delay,2.0
2949,ORD2023001765,2023-06-19,2023-06-19,2023-06-26,BALIKPAPAN,PEKANBARU,1895.5,19.33,0.183,Ninja Xpress,Instant,Van,B2C,Kartu Kredit,WH-MAK-01,DRV-404,285200.0,8900.0,7,7.0,Delivered,No Delay,4.0
2950,ORD2023004009,2023-11-21,2023-11-21,2023-11-23,BANDUNG,SEMARANG,387.6,2.2,0.006,J&T Express,Reguler,Motor,B2C,Kartu Kredit,WH-SUR-01,DRV-275,19500.0,1300.0,1,2.0,Delayed,Kepadatan lalu lintas,2.0
2951,ORD2023001426,2023-05-05,2023-05-06,2023-05-08,PEKANBARU,PALEMBANG,722.5,43.66,0.329,ID Express,Reguler,Motor,B2C,E-Wallet,WH-MED-02,DRV-130,197300.0,11000.0,2,2.0,Delivered,No Delay,3.0
2952,ORD2023000543,2023-10-20,2023-10-20,,MANADO,YOGYAKARTA,2385.9,1.15,0.006,GoSend Logistics,Express,Truk Engkel,B2B,COD,WH-JAK-02,DRV-303,68600.0,2730.0,7,,Lost,Barang hilang dalam pengiriman,
2953,ORD2023001492,2025-07-26,2025-07-26,2025-07-28,PEKANBARU,MEDAN,580.4,19.03,0.039,SiCepat,Express,Van,B2C,E-Wallet,WH-JAK-01,DRV-261,126900.0,4380.0,2,2.0,Delivered,No Delay,5.0
2954,ORD2023005581,2023-12-26,2023-12-26,2023-12-28,BALIKPAPAN,DENPASAR,1001.7,10.06,0.074,Pos Indonesia,Instant,Truk Engkel,B2B,Transfer Bank,WH-MED-02,DRV-331,145700.0,9710.0,2,2.0,Delivered,No Delay,1.0
2955,ORD2023001667,2023-07-12,2023-07-13,2023-07-15,BANDUNG,YOGYAKARTA,338.6,0.77,0.002,ID Express,Reguler,Van,B2C,Virtual Account,WH-MAK-02,DRV-483,14000.0,330.0,1,2.0,Delivered,No Delay,4.0
2956,ORD2023001946,2023-12-26,2023-12-27,2024-01-01,BALIKPAPAN,JAKARTA,1477.7,0.99,0.003,ID Express,Express,Truk Engkel,B2B,COD,WH-JAK-02,DRV-367,48100.0,1770.0,5,5.0,Delivered,No Delay,4.0
2957,ORD2023003488,2023-07-07,2023-07-08,2023-07-10,YOGYAKARTA,DENPASAR,609.0,20.1,0.056,SiCepat,Kargo,Truk CDD,B2C,COD,WH-MAK-02,DRV-437,87600.0,2900.0,2,2.0,Delivered,No Delay,1.0
2958,ORD2023003786,2023-03-13,2023-03-13,,JAKARTA,SEMARANG,503.8,2.07,0.02,GoSend Logistics,Ekonomi,Motor,B2B,Kartu Kredit,WH-SUR-02,DRV-434,15900.0,1080.0,1,,Lost,Barang hilang dalam pengiriman,
2959,ORD2023000566,2025-07-09,2025-07-09,2025-07-14,BANJARMASIN,MAKASSAR,742.9,29.18,0.184,JNE,Kargo,Motor,B2B,Transfer Bank,WH-JAK-02,DRV-124,67000.0,2660.0,2,5.0,Delayed,Kendala bea cukai,1.0
2960,ORD2023000264,2025-09-23,2025-09-23,2025-10-06,MEDAN,YOGYAKARTA,2323.5,19.93,0.11,JNE,Reguler,Kontainer 20ft,B2C,Kartu Kredit,WH-SUR-02,DRV-342,130200.0,9920.0,8,13.0,Delayed,Keterlambatan sortir gudang,3.0
2961,ORD2023005900,2024-01-28,2024-01-28,2024-02-04,MANADO,PALEMBANG,2403.6,8.15,0.029,SiCepat,Reguler,Truk Fuso,B2B,E-Wallet,WH-SUR-01,DRV-140,72500.0,3090.0,7,7.0,Delivered,No Delay,4.0
2962,ORD2023001325,2025-12-18,2025-12-19,2025-12-31,MEDAN,SEMARANG,1879.5,22.9,0.215,Ninja Xpress,Reguler,Kontainer 20ft,B2C,E-Wallet,WH-MAK-02,DRV-249,90100.0,3740.0,7,12.0,Delayed,Kesalahan alamat,2.0
2963,ORD2023000382,2025-10-17,2025-10-17,2025-10-21,BATAM,BANDUNG,1125.1,4.79,0.037,Ninja Xpress,Reguler,Truk Fuso,B2B,Transfer Bank,WH-SUR-02,DRV-229,35400.0,2740.0,3,4.0,Delayed,Keterlambatan sortir gudang,1.0
2964,ORD2023004725,2025-11-13,2025-11-14,2025-11-27,BATAM,MANADO,3075.7,0.99,0.009,Wahana,Instant,Van,B2C,Transfer Bank,WH-MED-01,DRV-100,114700.0,4260.0,9,13.0,Delayed,Cuaca buruk,1.0
2965,ORD2023000614,2024-02-01,2024-02-02,2024-02-11,MANADO,BATAM,3114.8,29.38,0.276,AnterAja,Instant,Truk Engkel,B2C,COD,WH-MED-01,DRV-246,251900.0,11210.0,8,9.0,Delivered,No Delay,2.0
2966,ORD2023005070,2023-03-27,2023-03-27,2023-04-01,YOGYAKARTA,MEDAN,2187.9,2.39,0.021,SiCepat,Reguler,Truk CDD,B2C,Kartu Kredit,WH-SUR-02,DRV-207,48900.0,2780.0,5,5.0,Delivered,No Delay,5.0
2967,ORD2023000216,2023-01-29,2023-01-30,2023-02-05,DENPASAR,PEKANBARU,2046.4,1.83,0.007,Ninja Xpress,Express,Kontainer 20ft,B2B,COD,WH-MED-02,DRV-463,50600.0,2470.0,5,6.0,Delivered,No Delay,3.0
2968,ORD2023001978,2023-01-19,2023-01-19,2023-01-21,MALANG,DENPASAR,324.5,22.78,0.169,AnterAja,Kargo,Van,B2C,Virtual Account,WH-MAK-02,DRV-422,72900.0,3010.0,1,2.0,Delivered,No Delay,4.0
2969,ORD2023001103,2025-09-08,2025-09-08,2025-09-15,DENPASAR,MANADO,1879.0,26.93,0.269,Ninja Xpress,Instant,Truk Fuso,B2B,E-Wallet,WH-MED-02,DRV-105,231800.0,13540.0,4,7.0,Delayed,Kendala armada,1.0
2970,ORD2023001979,2025-01-20,2025-01-20,2025-01-29,YOGYAKARTA,MEDAN,2087.6,16.76,0.075,J&T Express,Reguler,Motor,B2B,Virtual Account,WH-MAK-01,DRV-319,104600.0,3640.0,7,9.0,Delayed,Keterlambatan sortir gudang,3.0
2971,ORD2023005917,2023-11-04,2023-11-04,2023-11-12,SURABAYA,MEDAN,2542.9,4.81,0.022,Lion Parcel,Ekonomi,Motor,B2B,Kartu Kredit,WH-MAK-02,DRV-187,32700.0,1960.0,6,8.0,Returned,Penerima menolak,
2972,ORD2023002866,2024-11-06,2024-11-06,2024-11-10,MALANG,MANADO,2022.7,11.68,0.058,J&T Express,Reguler,Truk Engkel,B2C,COD,WH-MAK-01,DRV-157,59000.0,1680.0,4,4.0,Delivered,No Delay,4.0
2973,ORD2023001113,2025-07-19,2025-07-19,2025-07-22,MALANG,MAKASSAR,989.9,0.97,0.003,Wahana,Express,Van,B2C,E-Wallet,WH-SUR-01,DRV-464,38600.0,1040.0,3,3.0,Delivered,No Delay,5.0
2974,ORD2023003572,2023-03-04,2023-03-04,2023-03-06,BANJARMASIN,SURABAYA,647.0,7.55,0.03,ID Express,Express,Motor,B2C,Transfer Bank,WH-SUR-02,DRV-423,51200.0,2230.0,2,2.0,Delivered,No Delay,3.0
2975,ORD2023005962,2025-02-09,2025-02-10,2025-02-12,BANJARMASIN,DENPASAR,695.2,14.02,0.068,Ninja Xpress,Reguler,Kontainer 20ft,B2C,Virtual Account,WH-MED-01,DRV-196,86100.0,4490.0,2,2.0,Delivered,No Delay,1.0
2976,ORD2023005488,2024-10-20,2024-10-20,2024-10-31,MANADO,MEDAN,3737.7,9.71,0.058,JNE,Reguler,Truk Fuso,B2B,COD,WH-SUR-02,DRV-155,103100.0,5160.0,11,11.0,Delivered,No Delay,3.0
2977,ORD2023003622,2023-01-14,2023-01-14,2023-01-16,BATAM,JAKARTA,923.9,12.68,0.035,SiCepat,Ekonomi,Kontainer 20ft,B2C,E-Wallet,WH-SUR-02,DRV-259,33300.0,1870.0,2,2.0,Delivered,No Delay,4.0
2978,ORD2023001694,2023-02-28,2023-03-01,2023-03-05,BANDUNG,PEKANBARU,1294.5,18.9,0.119,Pos Indonesia,Express,Truk CDD,B2C,Kartu Kredit,WH-MED-01,DRV-299,163200.0,8410.0,4,4.0,Delivered,No Delay,3.0
2979,ORD2023001618,2024-12-14,2024-12-14,2024-12-19,BANJARMASIN,JAKARTA,1048.1,43.35,0.328,Wahana,Express,Truk Engkel,B2C,E-Wallet,WH-SUR-02,DRV-468,192700.0,12410.0,3,5.0,Delayed,Cuaca buruk,3.0
2980,ORD2023005632,2024-08-21,2024-08-21,2024-08-29,DENPASAR,BATAM,1841.2,6.29,0.045,AnterAja,Instant,Van,B2B,COD,WH-MED-02,DRV-207,120400.0,9230.0,5,8.0,Delayed,Cuaca buruk,2.0
2981,ORD2023003892,2024-08-02,2024-08-02,2024-08-05,YOGYAKARTA,BALIKPAPAN,1193.4,13.54,0.099,SiCepat,Express,Truk Engkel,B2B,Transfer Bank,WH-MED-01,DRV-145,122800.0,2710.0,3,3.0,Delivered,No Delay,5.0
2982,ORD2023000033,2023-08-05,2023-08-05,2023-08-10,BANDUNG,DENPASAR,1074.4,5.45,0.035,AnterAja,Express,Truk CDD,B2C,COD,WH-JAK-02,DRV-498,79100.0,2100.0,4,5.0,Delivered,No Delay,2.0
2983,ORD2023003187,2024-12-11,2024-12-11,2024-12-14,PEKANBARU,MEDAN,541.1,8.23,0.047,J&T Express,Express,Truk Engkel,B2B,E-Wallet,WH-MAK-01,DRV-140,75000.0,5760.0,2,3.0,Delayed,Kesalahan alamat,1.0
2984,ORD2023000115,2023-06-07,2023-06-08,2023-06-11,BANDUNG,PALEMBANG,705.0,46.66,0.258,AnterAja,Instant,Truk Engkel,B2B,Kartu Kredit,WH-MAK-02,DRV-128,416400.0,19740.0,3,3.0,Delivered,No Delay,5.0
2985,ORD2023004206,2023-09-06,2023-09-06,2023-09-09,BALIKPAPAN,SURABAYA,941.4,0.53,0.001,Pos Indonesia,Express,Motor,B2C,E-Wallet,WH-MAK-02,DRV-113,34600.0,950.0,2,3.0,Delivered,No Delay,3.0
2986,ORD2023004575,2023-11-30,2023-12-01,2023-12-05,BATAM,YOGYAKARTA,1538.5,13.7,0.129,Pos Indonesia,Express,Van,B2C,E-Wallet,WH-JAK-02,DRV-319,94300.0,3960.0,4,4.0,Delivered,No Delay,1.0
2987,ORD2023002289,2023-11-09,2023-11-09,2023-11-15,BANDUNG,MANADO,2529.7,3.82,0.028,Ninja Xpress,Reguler,Van,B2C,Kartu Kredit,WH-MED-01,DRV-200,48700.0,3780.0,6,6.0,Delivered,No Delay,5.0
2988,ORD2023000821,2023-03-08,2023-03-08,2023-03-14,JAKARTA,SEMARANG,539.6,11.92,0.109,J&T Express,Reguler,Motor,B2C,Virtual Account,WH-MAK-01,DRV-139,51100.0,2590.0,1,6.0,Returned,Alamat tidak ditemukan,
2989,ORD2023002250,2023-01-01,2023-01-02,2023-01-12,PEKANBARU,BALIKPAPAN,1995.4,6.52,0.042,Lion Parcel,Instant,Kontainer 20ft,B2C,Transfer Bank,WH-MED-02,DRV-347,121600.0,2920.0,6,10.0,Delayed,Kesalahan alamat,3.0
2990,ORD2023004635,2023-11-15,2023-11-16,2023-11-18,BANDUNG,DENPASAR,1096.6,11.35,0.062,Wahana,Reguler,Van,B2B,Transfer Bank,WH-MED-01,DRV-276,60200.0,4510.0,2,2.0,Delivered,No Delay,4.0
2992,ORD2023001348,2024-03-06,2024-03-06,2024-03-09,BATAM,BANDUNG,1309.6,43.73,0.161,AnterAja,Reguler,Motor,B2C,Kartu Kredit,WH-JAK-02,DRV-348,235400.0,6120.0,3,3.0,Delivered,No Delay,3.0
2993,ORD2023001099,2023-09-22,2023-09-23,2023-09-29,MAKASSAR,PEKANBARU,2511.2,26.14,0.206,JNE,Ekonomi,Kontainer 20ft,B2B,Virtual Account,WH-MAK-01,DRV-288,109900.0,5720.0,6,6.0,Delivered,No Delay,3.0
2994,ORD2023001364,2024-06-23,2024-06-23,2024-06-26,PEKANBARU,SEMARANG,1503.5,19.23,0.062,Wahana,Kargo,Truk Engkel,B2B,Transfer Bank,WH-JAK-01,DRV-298,70800.0,2410.0,3,3.0,Delivered,No Delay,5.0
2995,ORD2023000394,2023-03-10,2023-03-11,2023-03-20,PEKANBARU,DENPASAR,2379.5,26.8,0.174,Wahana,Reguler,Motor,B2C,Kartu Kredit,WH-SUR-01,DRV-313,115800.0,5780.0,9,9.0,Delivered,No Delay,1.0
2996,ORD2023001516,2024-05-02,2024-05-02,2024-05-04,YOGYAKARTA,SEMARANG,96.2,24.46,0.183,Ninja Xpress,Ekonomi,Truk Engkel,B2C,COD,WH-MAK-01,DRV-327,46700.0,3030.0,1,2.0,Delivered,No Delay,5.0
2997,ORD2023005134,2023-10-24,2023-10-24,2023-10-30,MEDAN,YOGYAKARTA,2389.5,157.62,0.016,Wahana,Reguler,Truk Engkel,B2C,COD,WH-JAK-01,DRV-222,45100.0,1140.0,6,6.0,Delivered,No Delay,4.0
2998,ORD2023005399,2025-04-18,2025-04-18,2025-04-19,DENPASAR,MALANG,392.4,1.3,0.005,AnterAja,Express,Motor,B2C,Virtual Account,WH-SUR-01,DRV-364,24400.0,570.0,1,1.0,Delivered,No Delay,4.0
2999,ORD2023003031,2025-08-03,2025-08-03,2025-08-08,SEMARANG,MANADO,2135.4,40.38,0.278,Wahana,Reguler,Motor,B2C,Transfer Bank,WH-JAK-01,DRV-176,137800.0,10960.0,5,5.0,Delivered,No Delay,5.0
3000,ORD2023002446,2024-07-22,2024-07-22,2024-07-28,BANDUNG,PEKANBARU,1222.9,1.6,0.01,J&T Express,Kargo,Motor,B2B,COD,WH-SUR-02,DRV-126,23900.0,1270.0,5,6.0,Delivered,No Delay,5.0
3001,ORD2023001852,2024-11-29,2024-11-30,2024-12-06,PALEMBANG,MAKASSAR,1820.7,6.68,0.027,Ninja Xpress,Reguler,Motor,B2B,Transfer Bank,WH-MAK-01,DRV-326,53400.0,3840.0,6,6.0,Delivered,No Delay,4.0
3002,ORD2023001523,2024-10-20,2024-10-20,2024-10-27,MEDAN,BALIKPAPAN,2349.6,8.08,0.017,GoSend Logistics,Express,Truk CDD,B2C,Transfer Bank,WH-SUR-01,DRV-297,83600.0,6400.0,7,7.0,Delivered,No Delay,3.0
